Exp total_cores kernel unit thread result
remote_spread 1 dgemm gflops 0 8.75116
remote_spread 1 dgemm gflops 0 17.1212
remote_spread 1 dgemm gflops 0 17.1461
remote_spread 1 dgemm gflops 0 17.1433
remote_spread 1 dgemm gflops 0 17.1483
remote_spread 1 dgemm gflops 0 17.1499
remote_spread 1 dgemm gflops 0 17.1568
remote_spread 1 dgemm gflops 0 17.1434
remote_spread 1 dgemm gflops 0 17.1424
remote_spread 1 dgemm gflops 0 17.1395
remote_spread 1 dgemm gflops 0 17.1388
remote_spread 1 dgemm gflops 0 17.1473
remote_spread 1 dgemm gflops 0 17.149
remote_spread 1 dgemm gflops 0 17.1469
remote_spread 1 dgemm gflops 0 17.1392
remote_spread 1 dgemm gflops 0 17.151
remote_spread 1 dgemm gflops 0 17.1506
remote_spread 1 dgemm gflops 0 17.1485
remote_spread 1 dgemm gflops 0 17.1491
remote_spread 1 dgemm gflops 0 17.1474
remote_spread 1 dgemm gflops 0 17.1486
remote_spread 1 dgemm gflops 0 17.1451
remote_spread 1 dgemm gflops 0 17.1391
remote_spread 1 dgemm gflops 0 17.1464
remote_spread 1 dgemm gflops 0 17.1428
remote_spread 1 dgemm gflops 0 17.148
remote_spread 1 dgemm gflops 0 17.1452
remote_spread 1 dgemm gflops 0 17.1493
remote_spread 1 dgemm gflops 0 16.9792
remote_spread 1 dgemm gflops 0 17.138
remote_spread 1 dgemm gflops 0 17.1468
remote_spread 1 dgemm gflops 0 17.1438
remote_spread 1 dgemm gflops 0 17.1464
remote_spread 1 dgemm gflops 0 17.1468
remote_spread 1 dgemm gflops 0 17.146
remote_spread 1 dgemm gflops 0 17.1479
remote_spread 1 dgemm gflops 0 17.1452
remote_spread 1 dgemm gflops 0 17.1463
remote_spread 1 dgemm gflops 0 17.1396
remote_spread 1 dgemm gflops 0 17.1482
remote_spread 1 dgemm gflops 0 17.142
remote_spread 1 dgemm gflops 0 17.1432
remote_spread 1 dgemm gflops 0 17.1543
remote_spread 1 dgemm gflops 0 17.1469
remote_spread 1 dgemm gflops 0 17.1482
remote_spread 1 dgemm gflops 0 17.1455
remote_spread 1 dgemm gflops 0 17.1356
remote_spread 1 dgemm gflops 0 17.1384
remote_spread 1 dgemm gflops 0 17.1441
remote_spread 1 dgemm gflops 0 17.1409
remote_spread 1 dgemm gflops 8 8.57249
remote_spread 1 dgemm gflops 8 17.1217
remote_spread 1 dgemm gflops 8 17.1687
remote_spread 1 dgemm gflops 8 17.1699
remote_spread 1 dgemm gflops 8 17.1742
remote_spread 1 dgemm gflops 8 17.1683
remote_spread 1 dgemm gflops 8 17.1718
remote_spread 1 dgemm gflops 8 17.169
remote_spread 1 dgemm gflops 8 17.1595
remote_spread 1 dgemm gflops 8 17.16
remote_spread 1 dgemm gflops 8 17.1658
remote_spread 1 dgemm gflops 8 17.1692
remote_spread 1 dgemm gflops 8 17.1714
remote_spread 1 dgemm gflops 8 17.1678
remote_spread 1 dgemm gflops 8 17.1733
remote_spread 1 dgemm gflops 8 17.1708
remote_spread 1 dgemm gflops 8 17.1648
remote_spread 1 dgemm gflops 8 17.1709
remote_spread 1 dgemm gflops 8 17.1747
remote_spread 1 dgemm gflops 8 17.1717
remote_spread 1 dgemm gflops 8 17.1734
remote_spread 1 dgemm gflops 8 17.1701
remote_spread 1 dgemm gflops 8 17.1058
remote_spread 1 dgemm gflops 8 17.1665
remote_spread 1 dgemm gflops 8 17.1673
remote_spread 1 dgemm gflops 8 17.1702
remote_spread 1 dgemm gflops 8 17.1652
remote_spread 1 dgemm gflops 8 17.1753
remote_spread 1 dgemm gflops 8 17.1724
remote_spread 1 dgemm gflops 8 17.178
remote_spread 1 dgemm gflops 8 17.1649
remote_spread 1 dgemm gflops 8 17.1687
remote_spread 1 dgemm gflops 8 17.1655
remote_spread 1 dgemm gflops 8 17.1709
remote_spread 1 dgemm gflops 8 17.1666
remote_spread 1 dgemm gflops 8 17.1697
remote_spread 1 dgemm gflops 8 17.1668
remote_spread 1 dgemm gflops 8 17.1694
remote_spread 1 dgemm gflops 8 17.1627
remote_spread 1 dgemm gflops 8 17.1569
remote_spread 1 dgemm gflops 8 17.1653
remote_spread 1 dgemm gflops 8 17.1744
remote_spread 1 dgemm gflops 8 17.1654
remote_spread 1 dgemm gflops 8 17.1689
remote_spread 1 dgemm gflops 8 17.1627
remote_spread 1 dgemm gflops 8 17.1732
remote_spread 1 dgemm gflops 8 17.1679
remote_spread 1 dgemm gflops 8 17.1606
remote_spread 1 dgemm gflops 8 17.1658
remote_spread 1 dgemm gflops 8 17.1594
remote_spread 1 dgemm gflops 16 8.6711
remote_spread 1 dgemm gflops 16 17.1622
remote_spread 1 dgemm gflops 16 17.1815
remote_spread 1 dgemm gflops 16 13.6974
remote_spread 1 dgemm gflops 16 17.1688
remote_spread 1 dgemm gflops 16 17.1687
remote_spread 1 dgemm gflops 16 13.3441
remote_spread 1 dgemm gflops 16 17.1721
remote_spread 1 dgemm gflops 16 17.1647
remote_spread 1 dgemm gflops 16 17.165
remote_spread 1 dgemm gflops 16 17.1708
remote_spread 1 dgemm gflops 16 17.1715
remote_spread 1 dgemm gflops 16 17.1699
remote_spread 1 dgemm gflops 16 17.1703
remote_spread 1 dgemm gflops 16 17.1712
remote_spread 1 dgemm gflops 16 17.128
remote_spread 1 dgemm gflops 16 13.5329
remote_spread 1 dgemm gflops 16 17.1696
remote_spread 1 dgemm gflops 16 17.1712
remote_spread 1 dgemm gflops 16 17.1759
remote_spread 1 dgemm gflops 16 13.4836
remote_spread 1 dgemm gflops 16 17.1777
remote_spread 1 dgemm gflops 16 17.1648
remote_spread 1 dgemm gflops 16 17.1691
remote_spread 1 dgemm gflops 16 17.1738
remote_spread 1 dgemm gflops 16 17.1722
remote_spread 1 dgemm gflops 16 17.1737
remote_spread 1 dgemm gflops 16 17.1715
remote_spread 1 dgemm gflops 16 17.1684
remote_spread 1 dgemm gflops 16 17.1704
remote_spread 1 dgemm gflops 16 17.1704
remote_spread 1 dgemm gflops 16 17.1794
remote_spread 1 dgemm gflops 16 17.1639
remote_spread 1 dgemm gflops 16 17.1653
remote_spread 1 dgemm gflops 16 17.1693
remote_spread 1 dgemm gflops 16 17.1729
remote_spread 1 dgemm gflops 16 17.1742
remote_spread 1 dgemm gflops 16 17.1737
remote_spread 1 dgemm gflops 16 17.1698
remote_spread 1 dgemm gflops 16 17.1698
remote_spread 1 dgemm gflops 16 17.1734
remote_spread 1 dgemm gflops 16 17.1702
remote_spread 1 dgemm gflops 16 17.1701
remote_spread 1 dgemm gflops 16 17.173
remote_spread 1 dgemm gflops 16 17.1698
remote_spread 1 dgemm gflops 16 17.1716
remote_spread 1 dgemm gflops 16 17.1714
remote_spread 1 dgemm gflops 16 17.1643
remote_spread 1 dgemm gflops 16 17.1634
remote_spread 1 dgemm gflops 16 14.3753
remote_spread 1 dgemm gflops 24 8.80237
remote_spread 1 dgemm gflops 24 17.152
remote_spread 1 dgemm gflops 24 17.1679
remote_spread 1 dgemm gflops 24 17.167
remote_spread 1 dgemm gflops 24 17.1678
remote_spread 1 dgemm gflops 24 17.1652
remote_spread 1 dgemm gflops 24 17.1582
remote_spread 1 dgemm gflops 24 17.1576
remote_spread 1 dgemm gflops 24 17.1554
remote_spread 1 dgemm gflops 24 17.1577
remote_spread 1 dgemm gflops 24 17.1186
remote_spread 1 dgemm gflops 24 17.1611
remote_spread 1 dgemm gflops 24 17.1692
remote_spread 1 dgemm gflops 24 17.1686
remote_spread 1 dgemm gflops 24 17.1646
remote_spread 1 dgemm gflops 24 17.1706
remote_spread 1 dgemm gflops 24 17.1675
remote_spread 1 dgemm gflops 24 17.1612
remote_spread 1 dgemm gflops 24 17.1615
remote_spread 1 dgemm gflops 24 17.1745
remote_spread 1 dgemm gflops 24 17.1629
remote_spread 1 dgemm gflops 24 17.1703
remote_spread 1 dgemm gflops 24 17.164
remote_spread 1 dgemm gflops 24 17.1688
remote_spread 1 dgemm gflops 24 17.1649
remote_spread 1 dgemm gflops 24 17.1686
remote_spread 1 dgemm gflops 24 17.166
remote_spread 1 dgemm gflops 24 17.1689
remote_spread 1 dgemm gflops 24 17.1688
