th	1000	2000	3000
2	13.148	52.8864	118.7955
4	7.54349	30.43045	68.45715
8	6.48117	25.89475	58.3175
10	8.47506	29.53525	65.8108
12	8.547835	33.1265	75.8927
16	7.707435	32.7063	76.08695
32	6.39336	28.33955	63.7707
48	5.126915	22.9055	51.48445
64	3.520755	14.91535	35.7364
92	2.529285	11.7708	29.5779
128	1.78142	8.04351	18.61575
160	1.87781	8.77642	21.2694
192	1.97077	6.582005	16.03025
