th	1000	2000	3000
2	13.1383333333	52.3378	117.617
4	7.67456	30.4449666667	68.357
8	6.5136	25.997	58.43655
10	5.21809	20.814	46.78835
12	4.3529233333	17.3530666667	38.9858
16	3.27785	13.0259	29.28025
32	1.6767966667	6.5472366667	14.86305
48	1.1511133333	4.4024466667	9.836305
64	0.8916576667	3.33637	7.41124
92	0.6499646667	2.3816	5.216945
128	0.465387	1.7703133333	3.830485
160	0.3655826667	1.48409	3.129095
192	0.3259753333	1.29677	2.673845
