th	1000	2000	3000
2	13.1977	 52.3488	 117.56
4	 7.65799	 30.4265	 68.4551
8	 6.51543	 25.9847	 58.4263
10	 9.98761	 40.48	 91.9567
12	 9.4949	 36.4708	 78.7644
16	 6.98437	 26.1652	 62.0442
32	 6.28372	 25.0541	 55.8671
48	 4.89061	 20.1378	 52.669
64	 3.55774	 16.5323	 35.7276
92	 2.46205	 12.2737	 27.938
128	 1.26835	 8.78327	 20.7405
160	 2.2391	 8.04516	 19.5162
192	 2.4104	 6.20075	 13.6875
